doc_id,chunk_id,char_start,text,chunk_quality_bin,doc_quality_bin
4862,2,3114,"SEELZA 1L'608 16°86/ ose 2 9
Se'EIEt 20°818 s2'108 12 £08 29
orosri ovsie 18996 sL'Pe6 ®
02661 oo'61e AL'ZIOL aL'ivoL «E
os'gzgi EGIZI PB vPLL OLUZALL sz
L66881 Gross CIGLONI slibze: 52
1646861 00°001 Gr'oes Gere subze: MUUEZ +0
166103 00°081 G1'0ES overeL sueze: HIVE ZI + ab
ovissre 00°081 101988 006/81 eg0seÌ a9dNns sh
199921 es‘oi 11/609 20282 1z'oa 991 9
(CETORI eroi 10748 12'e28 Sez 98108 #9
9091 esoL 09918 82986 ev'ez 0E'146 d
SOS eeoi 00618 L'HO BASA Sp'9io: «È
aL'9S9% eso couzs OLA 2997 +1°9601 aL
18998"" eroi sw'oes eLozer 0008 sL'eezi d
18/4961 0000. eci 40°089 euezei 00'08 supezi HUUE Z +00
16/4661 00081 eLoI 99/008 sLozei 00'08 sL'oezi IUUIE ZL + oh
EIAA 00081 eroi 10'9€9 88/0ss +L'88 CIICHI tedns aL

TLSONo
ep aseg efied esont

TUSOHO
“IND vIUetune

oe'9ezi 11°609 98'914 20/68 ce'189 Di
960201 20218 96108 s'e +0'49/ È)
couzeri (VASTI DELLE el'ov 850/28 DA
RUSSI 00619 sv'gioi ge +9'Z26 ti
ovezei e9'zs 11'960. Por 00°0801 Ba
L64281 91/089 eL'iezi 0976 euzizii o
LBFEGÌ 007001 97088 sL'razi 00°2s elavzi UE Z +06
L66961 o0°0et avo BL'#6zL 008 erevzi IUUE ZL + ob
IAIGIRA qovel 10/968 bL'LISI series 99/8871 4adns ol

VUEVILO THEVVO

v ebay

80/80/10 1° ASVE VOYd TIIBAN

BLVARIA DIOVINUVA

FARMACIE RURALI SUSSIDIATE

Allegato B

PAGA BASE] cent MUOVA] CONTING
| LIVELLI 2101/8/09 | ‘irtaia ""| Pagabase|CEnza | ED:R | LS.0. | TOTALE
da 1/12/11

1° super 1.400,32 56,14 1456,46 536.07 10,33 130,00
1° + 12 anni 1.192,50 49,92 124242 59045 10,93 13000
14+ 2anni 1.192,50 49,92 124242 59045 10.33 10000
1 1.192,50 49,92 124242 530,45 10,33

» 1.008,01 44.29 1052,30 52163 10,32

3° 932.74 42,05 975.79 519,00 10,33

ta 835,7. 39,09 874,83 51540 10,33

8 793.48 36,02 76950 51207 10.93

8° 854,55 33,63 888,18 509.11 10,38",noisy,noisy
19802,1,1659,"- convengono che, a decorrere dal 1° ottobre 2025, vengano adeguati i minimi tabellari
in essere e concordano di applicare la tabella salariale di seguito riportata, che sostituisce
ogni altra tabella salariale precedentemente in vigore nel testo del CCNL e ne costituisce
parte integrante, variando conseguentemente i relativi testi originari.

*  
1.

Modifica Tabella retributiva A
La tabella retributiva A viene così modificata e sostituita:
Inquadramento Minimi retributivi
retributivo dal 01/10/2025
Quadri € 2.196,00
Primo Livello € 2.054,00
Secondo livello € 1.843,00
Terzo livello € 1.582,00
Quarto livello € 1.490,00
Quinto livello € 1.413,00
Sesto livello € 1.344,00
Settimo livello € 1.275,00
Ai lavoratori sarà inoltre riconosciuto un importo una tantum, con possibilità di erogazione in
un’unica soluzione o in un massimo di dodici rate.

Gli importi spettanti per ciascun livello sono di
seguito indicati:
Inquadramento Importo
retributivo una tantum
Quadri € 334,05
Primo Livello € 310,35
Secondo livello € 270,75
Terzo livello € 226,35
Quarto livello € 207,45
Quinto livello € 194,40
Sesto livello € 182,25
Settimo livello € 169,65
Le suindicate modifiche, integrazioni e contenuti del presente accordo avranno effetto ed efficacia a
far data dal 01/10/2025.

Letto, approvato e sottoscritto.

CONFLAVORO PMI CONF.S.A.L FESICA
___________________ _____________________ __________________",noisy,noisy
17832,10,16794,"39.450 37.400 36.400 38,708 44.650 38.700 39.950 32.200 | 28.700 | 26.750
38.600 36.600 35,600 32.950 43.650 87.850 33,200 31,500 | 28.100 | 26.150
38.250 36.250 35.300) 32,658 48.250 37,500 |, 32.900 | «31.200 | 27.850 | 25.900
38.050 36,100) 35,100) 32,500 43.050 37.350) 32,750 31.050 | 27.700 | 25.800
38.500 36.500 35/500 32.850 43.550 37.750 39.100 31.400 | 22.000 | 26.100
36.700 34.800 33.850 31.350 41.500 36.000 31.550 29.950 | 26.700 | 24.850
39/080 37.050 36,050 38.350 44.200 38.300 33.600 31/850 . | 28.450 | 26.450
87.850 35/850 84.900 32.300 42.000 37.100 32.550 30.850 | 27.950 | 25.650
36,930 35/050 34.100 31/550 || 41.800 36,250 31.000 30.150 | 26.900 | 25.050
37.300 35.400 34.400 31,850 42:20 26.600 32.100 30,450 | 27.150 .| 25.300
36.000 34.100 33.200 30.750 40.700 35.300 30.950 29.350 | 26.200 | 24.400
38.500 36.500 35.500 32,900 43.550 37.780 33.100 31/400 | 29.000 | 26.100
33.450 32,550 50.150 39,950 34,650 30.350 28.800 | 25.700 | 23.900

34.250 22,500 91.600 29.250 38.750 33.600 29.450 27.950 | 24.950 | 23.200
33.900 32,150 31.300 20.950 38.350 33,300 29.150 27.650 | 24,700 | 23.000
34.150 31.400 30.550 20.300 37.450 32,500 28,500 27.060 | 24.100 | 22.450
32.450 30.750 29.950 27.700 36,700 31,800 27.900 26.450 | 23.600 | 22.000
25.550 31.850 30.950 28.650 37,950 32.900 28.850 | -27.400 | 24.450 | 22.750
31,250 29,650 28.850 26.700 35,850 31.109 26.900 25.500 | 22,759 | 21.200
31.500 29.850 29,050 26.900 36.100 34,900 27.100 25.700 | 22.950 | 21.550
30.200 28,650 27.900 25.800 34,800 30.150 26.000 24.650 | 22.000 | 20.500
29150 27.650 26,900) 24,900 39.750 29,250 25.100 28.800 | 21.250 | 19.750
27.600 26.150 25,450 23,600 31 950 27.700 23.750 22,500 | 20.100 } 10.700

11

Accordo 11-VIII-1954 retribuzioni lavoratori industria risiera

TADELLA 3, — OPERAI DEL GRUPPO MERCEO)

Orerdio srEGALIZZATO",noisy,noisy
20236,1,0,"4 – Rappresentanze Sindacali Aziendali (RSA)
1.

Nelle aziende che applicano il presente CCNL, Confintesa può costituire RSA ai sensi
dell’art.

19 della L.

300/1970.

2.

La costituzione è formalizzata con verbale sottoscritto dai lavoratori iscritti, comunicato
all’azienda e a Confintesa con i nominativi dei componenti e del dirigente RSA.

3.

Alla RSA spettano le agibilità e i diritti previsti dagli artt.

20–27 L.

300/1970 (assemblea,
bacheca, locali idonei, trattenuta contributi, permessi retribuiti per i dirigenti RSA).

4.

È allegato Accordo aziendale-tipo per l’attuazione pratica in azienda.

5.

Nelle unità con RSU costituita in base ad accordi interconfederali applicabili, la
rappresentanza è esercitata dalla RSU e non si costituiscono RSA, salvo diverso accordo
tra tutte le OO.SS.

presenti.

Art.

5 – Deposito e pubblicità
Il presente Accordo è depositato presso il CNEL per l’aggiornamento del codice contratto
e pubblicato sui siti delle Parti.

Art.

6 – Salvaguardie
Restano ferme le tutele di legge e le migliori condizioni previste dal CCNL e da eventuali
accordi aziendali.

Art.

7 – Entrata in vigore
Il presente Accordo entra in vigore alla sottoscrizione, salvo le diverse decorrenze indicate
agli articoli precedenti.

Per CONFINTESA
Il Segretario Generale Francesco Prudenzano
____________________________________________
Per CONAPI
Il Presidente Basilio Minichello
____________________________________________
Allegato 1 – Accordo aziendale-tipo per RSA
Tra:
• L’Azienda: [Ragione sociale] – [Sede] – [CF/P.IVA]
• La RSA di Confintesa dell’unità produttiva di [sede]
• Confintesa– Struttura territoriale/regionale [ ]
1.

Riconoscimento
L’Azienda riconosce la RSA di Confintesa ai sensi dell’art.

19 L.

300/1970.

2.

Nominativi
La RSA è composta da n.

[ ] componenti.

Dirigente RSA: [Nome Cognome].

Eventuali
variazioni saranno comunicate per iscritto.

3.",noisy,noisy
17869,3,0,"SerOtmAZZATI:
paga per B are. . >    ++ |[1439,50/1408,00:1396,00|1389, 50|1404, 50|{1339, 00[1425,50|1281,00|1219, 50|1362, 00]
pago per 9 are. . >    + 1|1539,90|1504, 50/1490,50:[1497,00|1503, 50||1434,50/1521,00|1477,50|1442, 50t1450,00]

PITTI [8637, 00/1600, 5011585, 50||1564,00|1602,00|11530,00|1616,50|1574, 00|1595, 50|1554,00|

poga per 10 ore.

Quariricari: i

di età maggiore ai 20

1202,50|1230,60|1240,00|1212,00|1223, 50]
11288, 50|1366,00|1327,50|1295,00|1310, 00]

pag per 8 ore. +. ++ 0 +. +. + >. [|1292,50/1264,50/1253,501256,00/1261,50

paga pier 9 ore, >; + + +++ +. {l1301,50/1351,00/1938,50|(1335,50|1950, 50!
paga per 10 016, +  + + + > + + + f{1471,00|1437,50/1424,00||1423,50/1439,50|1374,5011452,00/1414,50|1378, 50/1396, 50|

I
dei 18 ai 20 anni Hi

paga per Bore, LL  1254, 00|1227,00/1216,00)|1210,50|1224, 00||1167,00|1242,00|1209, 50|1176,00}1187,00
paga per 9 ore, LL (1340, 50/1311, 00/1299,00}|1296, 00|1310,00||1250,50|1925, 50/1288, 00|1256, s0|t271, 00|
pago per 10 ore. . .   +. + + + +. |[2427,00;1394,50/1381,50|/1981,00|1396, 50)|1333, 5011409, 00|1372,001337,0/1355,00|

doi 16 ai 13 anni:

paga per 8 ore.» |. <  <<. +. [{1102,00|1078,00Î1058,00|[1063,50/1015, 50|{1025,00'1091,50/1057,00|1033, 00|1042, 50
paga per 9 ore. «è +  +. ++ |{1177,50|1151,50/1141,00||119,50|1151,50|[1098, 00|1161,50/1131,00}1104,0011116, 50
paga per 10 are. . <.<, +, +. . > |[1259,50{1225,00/1213,50({1213,00|1227,00||1171,50/1238, 00/1205, 00|1175, 00/1190, 00

taferiori ai 16 wnni:
paga per 8 ore, |. <.<. +  | 912,00 892,00] 884,00/ 560,00) 830,00|| 848,00} 903,00) 874,50] 854,50/ 863,00
paga per 9 ore, . LL  0  {[ 974,50] 953,00] 944,50|( 942,00] 952,50| 909,00) 963,50] 936,00] 913,50| 924,00)

Ù

paga per 10 pre. < LL  + + -  [{1037,50:1014,00|1004,50||1004, 0011015,501| 969, 50|1024,00| 997,00) 972,00! 985,00;

Accordo 10-IF-1955 retribuzioni addetti industria molitoria e della pustificazione

AT LAVORI DISCONTINUI, DI SEMPLICE ATTESA O CUSTODIA",noisy,noisy
20984,1,0,"4 – Rappresentanze Sindacali Aziendali (RSA)
1.

Nelle aziende che applicano il presente CCNL, Confintesa può costituire RSA ai sensi
dell’art.

19 della L.

300/1970.

2.

La costituzione è formalizzata con verbale sottoscritto dai lavoratori iscritti, comunicato
all’azienda e a Confintesa con i nominativi dei componenti e del dirigente RSA.

3.

Alla RSA spettano le agibilità e i diritti previsti dagli artt.

20–27 L.

300/1970 (assemblea,
bacheca, locali idonei, trattenuta contributi, permessi retribuiti per i dirigenti RSA).

4.

È allegato Accordo aziendale-tipo per l’attuazione pratica in azienda.

5.

Nelle unità con RSU costituita in base ad accordi interconfederali applicabili, la
rappresentanza è esercitata dalla RSU e non si costituiscono RSA, salvo diverso accordo
tra tutte le OO.SS.

presenti.

Art.

5 – Deposito e pubblicità
Il presente Accordo è depositato presso il CNEL per l’aggiornamento del codice contratto
e pubblicato sui siti delle Parti.

Art.

6 – Salvaguardie
Restano ferme le tutele di legge e le migliori condizioni previste dal CCNL e da eventuali
accordi aziendali.

Art.

7 – Entrata in vigore
Il presente Accordo entra in vigore alla sottoscrizione, salvo le diverse decorrenze indicate
agli articoli precedenti.

Per CONFINTESA
Il Segretario Generale Francesco Prudenzano
____________________________________________
Per CONAPI
Il Presidente Basilio Minichello
____________________________________________
Allegato 1 – Accordo aziendale-tipo per RSA
Tra:
• L’Azienda: [Ragione sociale] – [Sede] – [CF/P.IVA]
• La RSA di Confintesa dell’unità produttiva di [sede]
• Confintesa– Struttura territoriale/regionale [ ]
1.

Riconoscimento
L’Azienda riconosce la RSA di Confintesa ai sensi dell’art.

19 L.

300/1970.

2.

Nominativi
La RSA è composta da n.

[ ] componenti.

Dirigente RSA: [Nome Cognome].

Eventuali
variazioni saranno comunicate per iscritto.

3.",noisy,noisy
20903,1,1404,"Articolo 73 TRATTAMENTI MINIMI CONTRATTUALI
Aumento | Aumento | Aumento ] Aumento | Aumento | Aumento | Aumento _] Aumento
Uvi Pat. ‘economico economico economico “economico ‘economico ‘economico ‘economico economico Totale
Luglio 2025 | Maggio2026 | Ottobre2026 | Maggio2027 | Dicembre 2027 | Luglio 2028 | Ottobre 2028_| Marzo 2020
Q 220. € 80,73 | € 70,64 | € 170,64 | € 80,55 | € 40,37 | € 50,46 | € 40,37 | € 20,18 | € 433,94.
7 201_|e 7376|€ 54,58 | € 84,51 [€ 55,32 | € 36,88 | € 46,19 | € 36,88 | € 18,44 | €396,86
6 [7 _|e 50.85 [€ 3587 |€ 35,87 /€ ar89|€ 3193 [€ 3991|€ 3193 [€ 15,96 |€ 2021
5 10 _|e 3138 [€ 40,95 |€ 44,95 |€ 3853 | € 25,69 [€ 32,1 [€ 25,68 [€ 17,84 | € 27614
4 128_|e 46,97 |€ 41,10] € 81,10 | € 3523|€ 23,69 [€ 29,36 |€ 23.49 |€ 1174 |e___252,8
O ne le 63.30 /€ 3789 |€ 3789 |€ 3248] € 2165 [€ 27,06 [€ 21,65 [€ 10,83 €232,75
2 109_|e 20,00 | € 35,00 | € 35,00 [€ 30,00 [€ 20,00 |€ 25,00 | € 20,00 | € 10,00 [€ 215,00
1 100_|e 36,70] € 3211 [€ 2211 [€ ns |e 18,35 [€ 22,94 | € 18,35 [€ 3,7 |€ 197,5
15_|e 45,87 | € 40,14 | € 4014 | € 34,40 | € 29 | € 28,67|€ EG 1147 |€ 24657
us |e 42,20 | € 3693 | € 3693 [e 3165 [€ 2.10 |€ 26,38 [€ 2.10] e 1055 |e 226,84
di Sumo Retribuzione I nità di Retribuzione enR
iv. economico tabellare contingenza sale DR
Luglio 2025 Luglio 2025 Luglio 2025
a 220 € 100,92 € 1.653,44 € 532,06 € 2.185,50 € 210,33
7 201 € 92,20 € 1.510,64 € 532,06 € 2.042,70 € 10,33
6 174 € 79,82 € 1.307,72 € 524,77 € 1.832,49 € 10,33
5 140 € 64,22 € 1.052,18 € 518,53 € 1.570,71 € 10,33
4 128 € 58,72 € 962,00 € 517,50 € 1.479,50 € 10,33
3 118 € 54,13 € 886,85 € 515,42 € 1.402,27 € 10,33
2 109 € 50,00 € 819,21 € 513,96 € 1.333,17 € 10,33
1 100 € 5,87 € 751,57 € 512,71 € 1.264,28 € 10,33

l'afftuale rinnovo 2025-2028 che fa 5° tranche di aumento del precedente CCNL 2021-2024
1

HA titug entità
27

L'aumento economico comprende sia remento

Mute A LAS , Ì

Aumento Retribuzione Retribuzione",noisy,clean
17809,13,22538,"132,90 | 129,00 | 113,30 3770 || 125,30 | 116,95 92,25 12,65 || 116,75 | 109,05| se6,20| 59,90
137,50 | 133/45 | 17,20 | 96,95 || 129,75 | 12110 | 95,55 | 25,20 || 120,80 {112,851 89,15] 62,00

126,85 | 123,10 | 100,15 | 89,45 !{ 129,50 | 111,55 | oo,00 | 69,30 || 111,25 | 109,95 | 02,10] 57,10
127,80 | 12405 | 109/95 | 90,15 | 120,40 | m12,40 | na,zo |. 69,90 || 112,20 | 104,70] 02,75] 57,95

122,80 | 119,20 | 101,70 | 86,00 || 115,30 | 107,65 | 84,90 |. 66,85 | 106,75 | 99,70) 78,80) 54,80

113,46 | 115,00 } 101,00 | 69,55 |} 111,25 | 108,65 81,95 |"" 64,50 || 103,00 | 06,20) 76,051) 52,85

112,15 | 108,85 | 95,60 | ‘79,10 |} t0s,30 | 99,30 | 77,55 | 61,05 97,50 | oLi0| 71,95] 50,05

13

Accordo 11-VIII-1954 retribuzioni lavoratori industria risiera

Segue: TapeLsA 3. — OPERAI DEL GRUPPO MERCEO",noisy,noisy
20860,1,1737,"- convengono che, a decorrere dal 1° ottobre 2025, vengano adeguati i minimi tabellari
in essere e concordano di applicare le tabelle salariali di seguito riportate, che
sostituiscono ogni altra tabella salariale precedentemente in vigore nel testo del CCNL
e ne fanno parte integrante, variando conseguentemente i relativi testi originari.

*  
1.

Modifica Tabelle salariali
La tabella retributiva A viene così modificata e sostituita:
Minimi
Inquadramento
retributivi
retributivo
dal 01/10/2025
1 € 1.544,00
2 € 1.905,00
3 € 2.005,00
4 € 2.135,00
5 € 2.330,00
6 € 2.569,00
7 € 2.838,00
8 € 3.149,00
Quadro € 3.537,00
La tabella retributiva B viene così modificata e sostituita:
Inquadramen Minimi
to retributivi
retributivo dal 01/10/2025
1J € 1.237,00
1 € 1.366,00
2 € 1.714,00
3 € 1.912,00
4 € 2.071,00
5 € 2.232,00
6 € 2.451,00
7 € 2.700,00
Le suindicate modifiche, integrazioni e contenuti del presente accordo avranno effetto ed efficacia a
far data dal 01/10/2025.

Letto, approvato e sottoscritto.

CONFLAVORO PMI CONF.S.A.L FESICA
_____________________ ___________________ _____________",noisy,noisy
7765,68,0,"FAI-CISL FLAI-CGIL UILA-PESCA FEDERPESCA

th

boe wo

ZLOZ'ZE'LE IR ZLOZ'ZO""L0 [EP ONJUEIEO OIEZAUIONN OWUUIIN [OP 9 HEIZUSPIAGAY IU Ie I}NI]ISUSLI [UOIZN(/1}91 2][PP EIjOGEL ""E21UESIO PISOd

uo,

VOSIdYICIA — VOSAdVIN — NDO-INII TISIO-IVI

16496 SS'4S9 00'96z| Lr'osp'l EEGI £0'80L ee'Lez| 064981 19'978 Pil

ec'L0L ee'ezzil co'sez| z9'ses i EE'PEPI sell ve'zwz| sese 60'228 OROUEACIO

LE'oLL 02°9861 00'88z| Lo'z0g8' 02'069 1 98‘0eì oz'ezi Le'#zz  |sg'osol| srl GJEN91/OIEULIEIN

99°7zL esso oo'sez| so'ozeT ES'LGLI Gg'zeL Lo'ooe] se'oez |sz'ezii|  sst OWIOJISON

969, AISHA co'ssz| LL'ogL'z VAIIA 10991 ve'scee| evvoz  |22'68z1|  S2L SIEIOIyn 7

69'L9L <9'6197 [oa AZIZ VMZZAA 10991 ac'L19E| ro'78c |9S'tl AIZIOUN pL

os'eLl PI'ezez co'sez| r9'898%7 #L'#897 1e'961 eL'ier| es'oce [rei BUIUDOELI IP GIORNATA

l ì

CE 8U'8rLE oo'sez| ze'zz9e ST'EsrE 660977 W'zes] L'eco |Ly'9wz7 || Geepeuco]
Ydl ud NHL ezuas

apsua”y SANI 1UY IR AGI 1UIY 18 alsuey e|isueNN elsuSpi a|sueN

MAL OP | FUISNAN OLYOdMI | erauo9 omueso omuese9 alog | ollisuew | e/pi-e/ei | 0Ssy

UOVA AMOTVA UOVA ONEJGUON OUEAUON | FUOTVA | eNAnSSA| AHOTVA | ouodui | ozewelEd euoIgienO
“UN ""UN

SLOZIzi:Le Ie EL0Z'LO""LO IEP OIMUEIEO OLIEZSUONI OLULUINN |OP 9 IEIZUSPIASIT IU IE ITNIISUOLI |UOIZNGLI}SI SISP EIJOGUL ‘ESIUESIO LISIA

VOSAdYIAIA VOSIdVvIN

UDOVIH

ISIO-VI

e9'9z9L o0'0LE] 064P9F""L 69'99E1 gp'oLi seo] 0p'88ì | 14'978 vIL en]
L9'LSLL O0'0LE| So'pre'l IVANA cL'IST| 98'26L 60258| Lal PAS]
09'LLL VERITA OO'OLE| Pr'SIB'L 18'169°L 19282| 194972 |sg'oso SbI 810Na1/OIEUMEIA

ata

i

90'ecl 99FLL'7 oo'oLe| z9'876, 99408"" CERA Sz'ECVI ssI uOION]

s7'8e, VAACESA co'oLe] 09'88L'7 #e‘osoz L26871 8LL SIeoyn 7
—_

62'8PL Se'Los'z co'oLe| #8'08€7 see 981 sel SIEIOLYn ol

eL'aLl 42° 100°€ co'oLe| 9021987 L01697 LVVELI BUJYDIELI IP 210RaIIT

#8‘0%7

eNsuan
Al 19p
FUOTVA

Ww'ozz'e oo°0Le

SdN
ATISNIN OLYOAI
AUOTVA

'AGAd IU IE
arauo9
AUOTVA

97189

Hr uo9
e[ISUSNI
omueseo5
ONEJGUONI
""UN

b'0gr:e",noisy,clean
19458,1,1808,"- convengono che, a decorrere dal 1° ottobre 2025, vengano adeguati i minimi tabellari
in essere e concordano di applicare le tabelle salariali di seguito riportate, che
sostituiscono ogni altra tabella salariale precedentemente in vigore nel testo del CCNL
e ne fanno parte integrante, variando conseguentemente i relativi testi originari.

*  
1.

Modifica Tabella retributiva A
La tabella retributiva A viene così modificata e sostituita:
Minimi
Inquadramento
retributivi
retributivo
dal 01/10/2025
Quadri € 2.838,00
Primo Livello € 2.771,00
Secondo livello
€ 2.482,00
Super
Secondo livello € 2.314,00
Terzo livello € 2.159,00
Quarto livello € 2.016,00
Quinto livello € 1.974,00
Sesto livello € 1.932,00
Settimo livello € 1.743,00
Le suindicate modifiche, integrazioni e contenuti del presente accordo avranno effetto ed efficacia a
far data dal 01/10/2025.

Letto, approvato e sottoscritto.

CONFLAVORO PMI CONF.S.A.L FESICA
___________________ ___________________ ___________________",noisy,noisy
6878,8,14504,"sressue rover L peos'ce TrTI6EsT Teso'ze I | 8886961
Ero CES asst [xsete |soses0o  [ueees VS 6L
SFRIEOI eozLET 60] [xe6es  [zo'cr9:sor [eso [ve's09sti
875119 ILUST [zoo fueste | 10treve peesas  [9stnzon
2TUSLI 070609 [xis'o [nero [132546 [uss'os  |erzorsoz
SFTNTSS STERTZI [ass bergis |0eves 608 MRIS6E [Ovwitose
Leva BrToL [0070 E berrzi  [se'szzi eors9  [ssoser
35 T08:SI T0PrLT fx0o'o fesso [rovze9zi Gere [orzogzer
VIMESI Cud acco Sri STLE | 5029615 166» | Erore 6a
Cossa] 20190E pe  fusti [oceeoni usogi  |ercoree
can [orssr_ et TsusZ WErGi | IDI619E CCR CITTA
iSEnrs ETTI Cra i 70 5828 fores  [arzseze
TsFinaz Crtei TAC] Cs percio |ereecoie
este BSS6ETI [ao 06 SLY ATI [uttor _[srorassi
ISOLE pese o ITEITOTI nove [srosotwt
LE 60988 [xe or Lee Bet [ezeso | ceo tez
arsare ato LT 59697 puatse_ [preegser
8020£ eso ST39021 fesos | ewearze
19908 000 E T6 1878 WeLeT9 [108607
user eso [st |uesc 79159 CES] STSsTS
treeror [sessst____|uocte_] SL'EBGPIL Gaza BSISETSI
206: 1 |uares |erecesa___[xor te 18706
|eerte | se'orz9 [e89' Igosezi
[zz | ootsrEE 9eS0 99 IL'SETZOr
peso ts ]902855 perse
peso e |oresetz uers
ferste [orsc9st rao'ss
jeoco_] peesaz
fece9z | tvoszzi pass es
CECA SENT] Feezee
[eagter | eseres [xac'99
[naro [srocser CERI
[easte  |er'se9 ce ESCE
[nzoe | es'6s0ze [x90°0r
Gaza Cesa [nere
[uoris | er'eava coz'ez
ECESSI CEL ETA pasg9I | seeuvi
Caraa fusose | ersarsi COS CITA
TELOETI furore [coeerIE fxse‘se_ [06st SEI
ve SOLE ERI | roesase PRETIS | B9Ere see
320676 fuso |zoescai perso [essrroni
oc'evzti Fuestsi [caste [use'se_ [10059181
SELES fees [seven perzieo  [ar'esssi
ETSSTT [xso9i  [sverss eee | ur'sicaz
CISE] [40091 Le tro te
Gi) Cous astasT
Carsa ES ETISOZI
LTSIE ET CESSI EGEO pesto |esseroni
ca [xes'et | vo'elzor psores  |trtecse
SHOLET aste 39/0681 1eso'69 | 69'66rer
E orta __|srosrti [uorie  [ermigze
Ta resi [assise puerer [esenti

#14 184 6102 svOnqUIUOI

xO0°00T = IUSIOLENIZ sirS SESPOSITT  X90C 9r'6sT989 È 9v'ore6er 1 MUTBS

924 196 6107 auopnqUIUOI",noisy,clean
3796,2,3114,"SEELZA 1L'608 16°86/ ose 2 9
Se'EIEt 20°818 s2'108 12 £08 29
orosri ovsie 18996 sL'Pe6 ®
02661 oo'61e AL'ZIOL aL'ivoL «E
os'gzgi EGIZI PB vPLL OLUZALL sz
L66881 Gross CIGLONI slibze: 52
1646861 00°001 Gr'oes Gere subze: MUUEZ +0
166103 00°081 G1'0ES overeL sueze: HIVE ZI + ab
ovissre 00°081 101988 006/81 eg0seÌ a9dNns sh
199921 es‘oi 11/609 20282 1z'oa 991 9
(CETORI eroi 10748 12'e28 Sez 98108 #9
9091 esoL 09918 82986 ev'ez 0E'146 d
SOS eeoi 00618 L'HO BASA Sp'9io: «È
aL'9S9% eso couzs OLA 2997 +1°9601 aL
18998"" eroi sw'oes eLozer 0008 sL'eezi d
18/4961 0000. eci 40°089 euezei 00'08 supezi HUUE Z +00
16/4661 00081 eLoI 99/008 sLozei 00'08 sL'oezi IUUIE ZL + oh
EIAA 00081 eroi 10'9€9 88/0ss +L'88 CIICHI tedns aL

TLSONo
ep aseg efied esont

TUSOHO
“IND vIUetune

oe'9ezi 11°609 98'914 20/68 ce'189 Di
960201 20218 96108 s'e +0'49/ È)
couzeri (VASTI DELLE el'ov 850/28 DA
RUSSI 00619 sv'gioi ge +9'Z26 ti
ovezei e9'zs 11'960. Por 00°0801 Ba
L64281 91/089 eL'iezi 0976 euzizii o
LBFEGÌ 007001 97088 sL'razi 00°2s elavzi UE Z +06
L66961 o0°0et avo BL'#6zL 008 erevzi IUUE ZL + ob
IAIGIRA qovel 10/968 bL'LISI series 99/8871 4adns ol

VUEVILO THEVVO

v ebay

80/80/10 1° ASVE VOYd TIIBAN

BLVARIA DIOVINUVA

FARMACIE RURALI SUSSIDIATE

Allegato B

PAGA BASE] cent MUOVA] CONTING
| LIVELLI 2101/8/09 | ‘irtaia ""| Pagabase|CEnza | ED:R | LS.0. | TOTALE
da 1/12/11

1° super 1.400,32 56,14 1456,46 536.07 10,33 130,00
1° + 12 anni 1.192,50 49,92 124242 59045 10,93 13000
14+ 2anni 1.192,50 49,92 124242 59045 10.33 10000
1 1.192,50 49,92 124242 530,45 10,33

» 1.008,01 44.29 1052,30 52163 10,32

3° 932.74 42,05 975.79 519,00 10,33

ta 835,7. 39,09 874,83 51540 10,33

8 793.48 36,02 76950 51207 10.93

8° 854,55 33,63 888,18 509.11 10,38",noisy,noisy
17867,59,111056,"Gli aumenti periodici maturati anteriormente al 1° giugno
1952 sono — con decorrenza dal momento di entrata in vigore
del presente contratto — consolidati nelle seguenti somme, com-
prese le quote forfettarie di rivalutazione previste dagli accordi
interconfederali 14 giugno 1952 (art. 3) e 12 giugno 1954 (art. 8).

AUMENTI PERIODICI DI ANZIANITÀ CONSOLIDATI AL 5%

Ex I zona Ex II zona Ex INI zona | Ex IV zona

CATEGORIA
uomini | donne uomini | donne |uomini | donne [uomini | donne
1° categoria   4.160] 4.160| 4.040) 4.040| 3.940] 3.940] 3.870) 3.870
29 categoria   2.880] 2.445] 2.795] 2,380] 2.730] 2.330] 2.685| 2.290
3% categoria 4   1.895] 1.620| 1.840] 1.575] 1.800] 1.545} 1.760| 1.515
3% categoria B  1,450] 1.250] 1.410] 1,225} 1.380] 1.195] 1.360| 1.170

Art. 9. — Indennità maneggio danaro - Cauzione.

L'impiegato, la cui normale mansione consiste nel maneggio
di danaro per pagamenti e riscossioni, con responsabilità, per

58

C.c.n.l 27-VII-1972 per gli addetti alle industrie detta birra e del malto

errori, anche finanziaria, ha diritto ad una particolare indennità
mensile pari al 7 per cento del minimo di stipendio della catego-
ria di appartenenza e della indennità di contingenza.

Le somme eventualmente richieste all’impiegato a titolo di
cauzione dovranno essere depositate e vincolate a nome del ga-
rante e del garantito presso un Istituto di credito.

I relativi interessi matureranno a favore dell'impiegato.

Art. 10, — Tredicesima mensilità,

L'azienda corrisponderà una tredicesima mensilità pari alla
retribuzione mensile di fatto percepita dall'impiegato. La corre-
sponsione di tale mensilità avverrà normalmente alla vigilia di
Natale.

Nel caso di inizio o di cessazione del rapporto durante il
corso dell’anno, l'impiegato non in prova avrà diritto a tanti
dodicesimi dell'ammontare della tredicesima mensilità per quanti
sono i mesi interi di servizio prestato.",noisy,clean
