id_accordo,ccnl_code,titolo,txt_path,char_count,garbage_ratio,quality_bin
20125,F01I,Accordo consensuale di disdetta dal CCNL per i lavoratori Edili e affini delle imprese artigiane delle cooperative del settore edilizio e della piccola media industria e impresa,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo consensuale di disdetta dal CCNL per i lavoratori Edili e affini delle imprese artigiane delle cooperative del settore edilizio e della piccol (F01I).txt,1937,0.0015,clean
7519,S222,SANITA': Comparto Pubblico Area Medica - Dirigenti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/SANITA' Comparto Pubblico Area Medica - Dirigenti (S222).txt,231522,0.0005,clean
19459,H47B,CCNL per i dipendenti degli Studi dei Revisori Legali e dei Tributaristi e delle Società di Revisione,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per la disciplina del lavoro agile (H47B).txt,4910,0.011,clean
5572,F055,"LEGNO, ARREDAMENTO: Artigiane","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/LEGNO, ARREDAMENTO Artigiane (F055).txt",145341,0.0,clean
19502,I112,"Accordo di proroga, con modificazioni, del CCNL per i dirigenti delle aziende di autotrasporto e spedizione merci, di servizi logistici e di trasporto combinato",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AUTOTRASPORTI Dirigenti (I112).txt,51940,0.0,clean
8785,J283,BANCARI: Casse Rurali - Credito Cooperativo (Cooperative),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/BANCARI Casse Rurali - Credito Cooperativo (Cooperative) (J283).txt,162725,0.0005,clean
17588,J221,"CCNL per quadri, impiegati, subalterni ed ausiliari delle Casse di Risparmio, Monti di Credito su pegno di 1a categoria ed Enti equiparati",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/BANCARI CASSE DI RISPARMIO (J221).txt,244221,0.0002,clean
15316,H01P,"CCNL per i dipendenti da aziende, piccole e medie imprese e società cooperative del commercio, dei servizi e del terziario, per i lavoratori della Comunità Europea e per i lavoratori extracomunitari","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da aziende, piccole e medie imprese e società cooperative del commercio, dei servizi e del terziario, per i lavoratori della Com (H01P).txt",100159,0.0029,clean
3124,V611,BASI USA Dipendenti Civili non Statunitensi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/BASI USA Dipendenti Civili non Statunitensi (V611).txt,237574,0.0002,clean
16049,B018,"Ipotesi di accordo per il rinnovo del CCNL per i dipendenti della piccola e media industria dei settori: chimica, concia e settori accorpati, plastica e gomma, abrasivi, ceramica e vetro","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 17122009 per i dipendenti della piccola e media industria dei settori chimica, concia e settori accorpati, plastica e gomma, abrasivi, ceramica e (B018).txt",914441,0.0029,clean
7690,K700,ENTE POSTE ITALIANE,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Avviso comune in materia di contratti a tempo determinato (K700).txt,5297,0.0083,clean
20674,K051,Ipotesi di Accordo per il rinnovo del CCNL 18 luglio 2022 per i lavoratori addetti al settore elettrico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per il rinnovo del CCNL 18 febbraio 2013 per i lavoratori addetti al settore elettrico (K051).txt,85355,0.0036,clean
8757,D231,"GIOCATTOLI, MODELLISMO ... : Industrie",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL 15 luglio 2010 (D231).txt,36570,0.0054,clean
5200,H058,TURISMO (AZIENDE CONFESERCENTI),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di correzione e integrazione dei testi siglati il 18 luglio 2018 (H058).txt,4771,0.0067,clean
19005,E010,CCNL per i dipendenti delle aziende artigiane Alimentari,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle aziende artigiane Alimentari (E010).txt,206018,0.0051,clean
16217,C01G,CCNL per i dipendenti del Comparto Metalmeccanico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti del Comparto Metalmeccanico (C01G).txt,389677,0.0015,clean
20901,H475,"Accordo di rinnovo del CCNL per i dipendenti di Studi Professionali che amministrano condomini o immobili, Società di Servizi Integrati alla proprietà immobiliare",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti di Studi Professionali che amministrano condomini o immobili Società di Servizi Integrati alla proprietà immobiliare (H475).txt,345878,0.0038,clean
19230,H04C,"Accordo per le modifiche/integrazioni/sostituzioni degli articoli del CCNL per i lavoratori dipendenti delle Micro, Piccole e Medie Imprese esercenti attività nel settore del TURISMO","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti delle Micro, Piccole e Medie Imprese esercenti attività nel settore del TURISMO - Sistema commercio e impresa (H04C).txt",157663,0.0026,clean
19657,I022,Verbale di Accordo CCNL Autoferrotranvieri per la copertura una tantum del periodo 2018-2020,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AUTOFERROTRANVIERI (I022).txt,142169,0.0,clean
17052,B024,CCNL del personale del comparto CHIMICA/CERAMICA,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL del personale del comparto CHIMICACERAMICA (B024).txt,34049,0.0011,clean
5811,IC91,AUTOSCUOLE E SCUOLE DI NAUTICA,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AUTOSCUOLE E SCUOLE DI NAUTICA (IC91).txt,65198,0.0001,clean
16048,F058,"Ipotesi di accordo per il rinnovo del CCNL per i lavoratori addetti alla piccola e media industria legno, mobili, arredamento, sughero e forestazione","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per il rinnovo per il CCNL del 22 settembre 2004 a valere per gli addetti dell'industria del legno, del sughero, del mobile e dell'arredamento (F058).txt",59144,0.0072,clean
4765,J181,ASSICURAZIONI: Autonomi Agenzie INA-ASSITALIA,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ACCORDO NAZIONALE PER LA DISCIPLINA DEI RAPPORTI TRA AGENTI E SUBAGENTIDELL'INA-ASSITALIA (J181).txt,53453,0.0012,clean
20143,V411,CCNL per i sacristi addetti al culto dipendenti da enti ecclesiastici 2022-2025,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/SACRISTI E DIPENDENTI DA PARROCCHIE (V411).txt,12571,0.0002,clean
20698,E01F,CCNL Alimentaristi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Alimentaristi (E01F).txt,180444,0.0038,clean
7095,D315,FOTOINCISIONE Quadri e Cilindri per Stampa Tessile: Artigiane,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/FOTOINCISIONE Quadri e Cilindri per Stampa Tessile Artigiane (D315).txt,15734,0.0,clean
15003,B014,"CCNL per i dipendenti delle aziende piccole e medie imprese (PMI), delle società cooperative e delle aziende artigiane del settore plastica e gomma","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle aziende piccole e medie imprese (PMI), delle società cooperative e delle aziende artigiane del settore plastica e gomma (B014).txt",196221,0.0014,clean
15272,F060,CCNL Area Legno Lapidei - Accordo per la proroga della disciplina dell'apprendistato professionalizzante di cui al D.Lgs. 167/2011,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Area Legno-Lapidei per i lavoratori dipendenti delle aziende dei settori Legno, Arredamento, Mobili, Escavazione e Lavorazione di materiali Lapid (F060).txt",245045,0.0019,clean
6181,E016,ALIMENTARISTI: Cooperative,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ALIMENTARISTI Cooperative (E016).txt,362695,0.0001,clean
18088,K580,CCNL per i lavoratori dipendenti del settore PULIZIE,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i lavoratori dipendenti del settore PULIZIE (K580).txt,152636,0.0015,clean
9783,J257,Accordo in tema di utilizzo da parte delle Organizzazioni Sindacali di alcune funzionalità dell'Intranet della Banca d'Italia,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo cornice in tema di contrattualizzazione del rapporto di impiego del personale della carriera direttiva (J257).txt,3884,0.0054,clean
19234,D014,CCNL industria Tessile-Abbigliamento-Moda,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL TESSILE ABBIGLIAMENTO (D014).txt,684976,0.0065,clean
18760,T147,"CCNL per i dipendenti delle aziende esercenti attività nel settore socio sanitario, assistenziale, educativo e di inserimento lavorativo","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle aziende esercenti attività nel settore socio sanitario, assistenziale, educativo e di inserimento lavorativo (T147).txt",375440,0.0116,clean
9942,IC52,Contratto Collettivo Nazionale di Lavoro per le Cooperative e le imprese esercenti attività nel settore RADIOTAXI e AUTOSERVIZI PUBBLICI NON DI LINEA e AFFINI,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL per le cooperative e le imprese esercenti attività nel settore RADIOTAXI E AUTOSERVIZI PUBBLICI NON DI LINEA E AFFINI (IC52).txt,62554,0.0052,clean
10135,E023,Accordo di rinnovo dei CCNL del 19 luglio 2005 e del 20 luglio 2005 per il personale comunque dipendente da aziende di panificazione,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo dei CCNL del 19 luglio 2005 e del 20 luglio 2005 per il personale comunque dipendente da aziende di panificazione (E023).txt,53899,0.0024,clean
20900,K411,Ipotesi di accordo per il rinnovo del CCNL per il personale dipendente da imprese esercenti servizi di telecomunicazione,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo collettivo per la disciplina delle collaborazioni nelle attività di vendita di beni e servizi e di recupero crediti realizzati attraverso call (K411).txt,13151,0.0043,clean
6009,K031,ELETTRICI: ENEL,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL PER I DIPENDENTI ELETTRICI DELL'ENEL (K031).txt,238939,0.0046,clean
19009,H490,CCNL per i dipendenti delle aziende artigiane odontotecniche,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle aziende artigiane odontotecniche (H490).txt,131818,0.0023,clean
10580,GI41,CCNL dipendenti dalle scuderie di cavalli da corsa al trotto,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/IPPICA Scuderie Cavalli da Corsa al Trotto (GI41).txt,63152,0.0,clean
20784,F08U,CCNL per i dipendenti da imprese edili ed affini,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti da imprese edili ed affini (F08U).txt,232838,0.0034,clean
19426,T27G,CCNL per i dipendenti delle strutture ed enti di formazione,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti delle strutture ed enti di formazione (T27G).txt,200907,0.004,clean
15403,I8A2,Accordo di rinnovo del CCNL per i piloti collaudatori sperimentatori e di produzione di aziende di costruzioni aerospaziali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i piloti collaudatori dipendenti da aziende di costruzioni aerospaziali (I8A2).txt,55949,0.0051,clean
5847,B018,CHIMICA E AFFINI (Piccola e Media Impresa),"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 17122009 per i dipendenti della piccola e media industria dei settori chimica, concia e settori accorpati, plastica e gomma, abrasivi, ceramica e (B018).txt",914441,0.0029,clean
15402,I8A2,Verbale di Accordo di modifica della parte retributiva del CCNL 20/7/2000,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i piloti collaudatori dipendenti da aziende di costruzioni aerospaziali (I8A2).txt,55949,0.0051,clean
20704,C055,CCNL Meccanotronica,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Meccanotronica (C055).txt,304643,0.0031,clean
4399,J311,CCNL PER I FUNZIONARI DIPENDENTI DALLE ESATTORIE-TESORERIE GESTITE DA PRIVATI ESATTORI,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL PER I FUNZIONARI DIPENDENTI DALLE ESATTORIE-TESORERIE GESTITE DA PRIVATI ESATTORI (J311).txt,108338,0.009,clean
17182,H102,CCNL 27 ottobre 1977 per i viaggiatori o piazzisti dipendenti da aziende industriali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 27 ottobre 1977 per i viaggiatori o piazzisti dipendenti da aziende industriali (H102).txt,67301,0.0033,clean
19957,I657,CCNL per i marittimi imbarcati su unità da diporto per i servizi resi in ambito marittimo privato e di navigazione non commerciale - Testo coordinato con le modifiche introdotte dall'Accordo integrativo del 01/02/2023,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo integrativo al CCNL per i marittimi imbarcati su unità da diporto per i servizi resi in ambito marittimo privato e di navigazione non commerci (I657).txt,2321,0.0052,clean
14088,V042,Rinnovo del CCNL 31 dicembre 2004 per i dirigenti delle imprese dei servizi pubblici locali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 16 ottobre 2019 per i dirigenti delle Imprese dei Servizi di Pubblica utilità (V042).txt,122810,0.0045,clean
6702,I5C2,MARITTIMI: Uffici Societa' Servizi Locali,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 14 giugno 1985 per gli addetti agli uffici delle società esercenti i servizi marittimi, postali e commerciali di carattere locale CAREMAR-SIREMAR (I5C2).txt",63051,0.0037,clean
20746,B011,"Ipotesi di accordo di rinnovo del CCNL per gli addetti all'industria chimica, chimico-farmaceutica, delle fibre chimiche e dei settori abrasivi, lubrificanti e gpl","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL per gli addetti all'industria chimica, chimico-farmaceutica, delle fibre chimiche e dei settori abrasivi, lubrificanti e g (B011).txt",33177,0.003,clean
8520,T191,SERVIZI ASSISTENZIALI: Personale FENASCOP,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per il rinnovo del CCNL 200609 FENASCOP biennio economico 200607 (T191).txt,3918,0.0008,clean
12885,H05B,CCNL dell'Industria Turistica testo ufficiale 3 febbraio 2008,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL dell'Industria Turistica (Testo Ufficiale 9 luglio 2010) (H05B).txt,850115,0.0086,clean
11913,V850,"CCNL per i dipendenti di aziende artigiane di: lavanderie e stirerie, legno, fibre e arredamento, panificazione, imprese di pulizie e cooperative","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo consensuale di disdetta dal CCNL per i dipendenti di aziende artigiane di lavanderie e stirerie, legno, fibre e arredamento, panificazione, im (V850).txt",2047,0.0034,clean
20583,H021,"CCNL 12 aprile 2023 per i dirigenti di aziende del Terziario, della distribuzione e dei servizi",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo Ponte CCNL 27 maggio 2004 per i dirigenti di aziende del terziario della distribuzione e dei servizi (H021).txt,2126,0.0141,clean
2184,V411,SACRISTI E DIPENDENTI DA PARROCCHIE,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/SACRISTI E DIPENDENTI DA PARROCCHIE (V411).txt,12571,0.0002,clean
9566,D111,Ipotesi di accordo di rinnovo quadriennale CCNL settore industriale manifatturiero pelli - cuoio succedanei,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 27072010 ad integrazione dell'Accordo triennale 24062010 settore industriale manifatturiero pelli - cuoio - succedanei (D111).txt,57332,0.0074,clean
15102,H505,Rinnovo CCNL Colf e Badanti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL Colf e Badanti (H505).txt,39963,0.0057,clean
5770,A051,AGRICOLTURA: Aziende in conto terzi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/AGRICOLTURA Aziende in conto terzi (A051).txt,70109,0.0001,clean
21003,H16C,Accordo interconfederale per la modifica dell'art. 113 del CCNL intersettoriale con codice CNEL H16C,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo interconfederale per disciplinare la contribuzione del fondo di assistenza sanitario, in sigla Innova Care (H16C).txt",2797,0.0004,clean
4457,I523,MARITTIMI: Navi da Carico > 500 Tsl,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per l'imbarco degli equipaggi delle navi da carico superiori a 500 TSL delle società di navigazione ITALIA, LLOYD TRIESTINO, ADRIATICA e TIRRENIA (I523).txt",250896,0.0044,clean
19491,T054,"CCNL 2020-2022 per la dirigenza medica della Fondazione Policlinico Universitario Agostino Gemelli"" IRCCS""",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 2020-2022 per la dirigenza medica della Fondazione Policlinico Universitario Agostino Gemelli IRCCS (T054).txt,219229,0.0046,clean
9326,F021,Accordo per il rinnovo del CCNL 26.10.2004 per i dipendenti dalle aziende esercenti la produzione di laterizi e manufatti cementizi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 11 luglio 2008 per i dipendenti delle aziende produttrici di laterizi e manufatti cementizi (F021).txt,348151,0.005,clean
4271,E071,PESCA MARITTIMA: Industrie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale imbarcato sulle navi adibite alla pesca marittima (E071).txt,137596,0.0058,clean
20299,H008,Ipotesi di accordo per il rinnovo del CCNL della Distribuzione Moderna Organizzata (DMO),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo in materia di assistenza sanitaria integrativa per il settore della Distribuzione Moderna Organizzata (H008).txt,2121,0.0014,clean
17877,A046,CCNL per gli addetti delle imprese del settore AGRICOLTURA delle Piccole e Medie Imprese,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli addetti delle imprese del settore AGRICOLTURA delle Piccole e Medie Imprese (A046).txt,215337,0.0044,clean
20920,H401,Accordo di rinnovo del CCNL per i dipendenti da proprietari di fabbricati,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL per i dipendenti da proprietari di fabbricati (H401).txt,4196,0.0043,clean
9734,I642,Verbale di accordo per il rinnovo del biennio economico 2009-2010 dei CCNL del settore marittimo,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/MARITTIMI Bare Boat Navi Crociera - Equip. Straniero (I642).txt,77579,0.0,clean
20240,H442,Ipotesi di accordo per il rinnovo del CCNL per i dipendenti degli studi e delle attività professionali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Ipotesi di Accordo CCNL per i dipendenti degli Studi Professionali (H442).txt,77811,0.0044,clean
18403,C01I,ESAARCO CCNL per i dipendenti dalle imprese artigiane metalmeccaniche e della installazione di impianti,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ESAARCO CCNL per i dipendenti dalle imprese artigiane metalmeccaniche e della installazione di impianti (C01I).txt,248152,0.0042,clean
20119,H501,Verbale di accordo per l'aggiornamento dei minimi retributivi CCNL lavoro domestico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL lavoro domestico (collaboratori familiari) (H501).txt,35349,0.006,clean
5079,B253,ENERGIA PETROLIFERA E AFFINI: Aziende a PPSS (in B251),/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL 1 MAGGIO 1991 PER IL SETTORE ENERGIA DELLE AZIENDE A PARTECIPAZIONE STATALE (B253).txt,590747,0.0046,clean
19614,H50X,CCNL sulla disciplina del rapporto di lavoro domestico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL sulla disciplina del rapporto di lavoro domestico (H50X).txt,94863,0.0027,clean
7643,J267,BANCARI: Banca D'Italia - carriera Operativa,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo cornice in tema di contrattualizzazione del rapporto di impiego del personale della carriera operativa, dei servizi generali e di sicurezza e  (J267).txt",4369,0.0048,clean
20793,I727,CCNL per gli ormeggiatori e barcaioli dei porti italiani,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli ormeggiatori e barcaioli dei porti italiani (I727).txt,117058,0.0049,clean
15097,H528,"CCNL per i dipendenti degli operatori nel settore Estetica, Acconciatori e Parrucchieri, in genere","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti degli operatori nel settore Estetica, Acconciatori e Parrucchieri, in genere (H528).txt",128569,0.0038,clean
8981,J257,Accordo in tema di copertura delle spese sanitarie del personale,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo cornice in tema di contrattualizzazione del rapporto di impiego del personale della carriera direttiva (J257).txt,3884,0.0054,clean
6304,F041,LAPIDEI (Estr. e Lavoraz.): Industrie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per il rinnovo del CCNL 13 maggio 2004 per i lavoratori dipendenti da aziende esercenti l'attività di escavazione e lavorazione dei materiali  (F041).txt,63422,0.0057,clean
6651,I8A2,PILOTI Collaudatori Dip. da Az. di Costruzioni Aerospaziali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i piloti collaudatori dipendenti da aziende di costruzioni aerospaziali (I8A2).txt,55949,0.0051,clean
19233,H50J,CCNL per il personale dipendente del Settore Domestico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale dipendente del Settore Domestico (H50J).txt,100954,0.0014,clean
18704,H05H,CCNL per i dipendenti del settore Turismo e Pubblici esercizi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti del settore Turismo e Pubblici esercizi (H05H).txt,420213,0.002,clean
6018,D051,"TESSILI SETA: Fil. Cascami, Trattura e Torcitura, Fil. Serica",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli addetti ai settori industriali della filatura serica e dei torcitori della seta e dei fili artificiali e sintetici (D051).txt,522373,0.0044,clean
17557,J221,"CCNL per il personale impiegatizio, subalterno ed ausiliario delle Casse di Risparmio, Monti di Credito su pegno di 1a categoria ed Enti equiparati",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/BANCARI CASSE DI RISPARMIO (J221).txt,244221,0.0002,clean
18037,E068,Accordo 25 agosto 1964 per il rinnovo del CCNL 29  agosto 1961 per gli addetti all'industria saccarifera,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 25 agosto 1964 per il rinnovo del CCNL 29 agosto 1961 per gli addetti all'industria saccarifera (E068).txt,366058,0.0117,clean
3603,I351,FERROVIE: Dipendenti Addetti ai Servizi,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/FERROVIE Dipendenti Addetti ai Servizi (I351).txt,10685,0.0005,clean
10778,T250,"CCNL per il personale dipendente direttivo, docente e non docente dei licei linguistici e degli istituti d'istruzione associati alla FILINS FIINSEI AISPEF","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per il personale dipendente direttivo, docente e non docente degli istituti d'istruzione associati alla FIINSEI FILINS AISPEF (T250).txt",88078,0.0054,clean
7639,J267,BANCARI: Banca D'Italia - carriera Operativa,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo cornice in tema di contrattualizzazione del rapporto di impiego del personale della carriera operativa, dei servizi generali e di sicurezza e  (J267).txt",4369,0.0048,clean
15385,T011,CCNL personale non medico - Biennio economico 2004-2005,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo economico biennio 2006-2007 (T011).txt,3130,0.0019,clean
17582,J231,"CCNL per i dirigenti ed i funzionari delle Casse di Risparmio, Enti equiparati e Monti di Credito su pegno di 1a categoria","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo Economico Nazionale per i funzionari delle Casse di Risparmio, Enti equiparati e Monti di Credito su pegno di 1a categoria (J231).txt",13829,0.0058,clean
8087,D018,TESSILI ABBIGLIAMENTO: P.M.I.,"/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per gli addetti alle piccole e medie industrie del settore tessile-abbigliamento-moda, calzature, pelli e cuoio, penne, spazzole e pennelli, occh (D018).txt",1062766,0.0026,clean
19423,B132,"CCNL 19 giugno 2020 per le aziende industriali che producono e trasformano articoli in vetro, comprese le aziende che producono lampade e display, e per i lavoratori  da esse dipendenti",/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di confluenza del CCNL lampade nel CCNL vetro (B132).txt,1232,0.0073,clean
6640,G211,ESERCIZI CINEMATOGRAFICI E CINEMA-TEATRALI,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di rinnovo del CCNL Esercizi cinematografici (G211).txt,20714,0.0088,clean
18798,H44E,Accordo consensuale di disdetta dal CCNL per i dipendenti degli Studi professionali,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo consensuale di disdetta dal CCNL per i dipendenti degli Studi professionali (H44E).txt,2564,0.0055,clean
17782,E055,"Accordo sindacale 13 dicembre 1952 per il rinnovo dei CCNL 16 dicembre 1948 (operai) e 27 luglio 1949 (impiegati) dipendenti dalle aziende produttrci di Vermouth, Aperitivi a base di Vino, Marsala, Spumanti, Liquori, Acqueviti e Sciroppi","/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo 24 novembre 1963 per il rinnovo del CCNL per le aziende produttrici di Vermouth, Aperitivi, Liquori, Sciroppi e Spumanti (E055).txt",3224,0.0078,clean
9253,S333,CCNL relativo al personale dell'Area VII ( Dirigenza delle Università e degli Enti di sperimentazione e di ricerca) per il quadriennio normativo 2002-2005 ed il biennio economico 2002-2003,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL relativo al personale dell'Area VII della Dirigenza Università e Istituzioni ed Enti di ricerca e di sperimentazione per il quadriennio normativo (S333).txt,77820,0.0049,clean
18675,G041,CCNL per i dipendenti di aziende editrici e stampatrici di giornali quotidiani e agenzie di stampa,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/CCNL per i dipendenti di aziende editrici e stampatrici di giornali quotidiani e agenzie di stampa (G041).txt,302827,0.0026,clean
20092,A101,Ipotesi di accordo per il rinnovo del CCNL per i dirigenti dei consorzi di bonifica e di miglioramento fondiario,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per il rinnovo del CCNL 29032006 per i dirigenti dei consorzi di bonifica e di miglioramento fondiario (A101).txt,28025,0.0044,clean
20592,E012,Verbale di stesura CCNL industria alimentare 1° marzo 2024,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ALIMENTARISTI Industrie (E012).txt,451179,0.0002,clean
6401,E012,ALIMENTARISTI: Industrie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/ALIMENTARISTI Industrie (E012).txt,451179,0.0002,clean
8687,S211,SANITA': Comparto Pubblico,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo per l'istituzione del Fondo Nazionale di Pensione Complementare per i lavoratori dei comparti delle Regioni e delle Autonomie Locali e del Ser (S211).txt,32167,0.0053,clean
4267,B132,VETRO: Industrie,/Users/lukeschreiber/Downloads/Italy/italy_scraping/italy_txts/Accordo di confluenza del CCNL lampade nel CCNL vetro (B132).txt,1232,0.0073,clean
